trainingdata,dim,n,m,track,rank,step,l
frnd,30,6,5,rnd,p,6,4370
frnd,30,6,5,rnd,p,7,4220
frnd,30,6,5,rnd,p,8,3912
frnd,30,6,5,rnd,p,9,3702
frnd,30,6,5,rnd,p,10,3552
frnd,30,6,5,rnd,p,11,3472
frnd,30,6,5,rnd,p,12,3420
frnd,30,6,5,rnd,p,13,3276
frnd,30,6,5,rnd,p,14,2978
frnd,30,6,5,rnd,p,15,2806
frnd,30,6,5,rnd,p,16,2662
frnd,30,6,5,rnd,p,17,2566
frnd,30,6,5,rnd,p,18,2264
frnd,30,6,5,rnd,p,19,2054
frnd,30,6,5,rnd,p,20,1858
frnd,30,6,5,rnd,p,21,1544
frnd,30,6,5,rnd,p,22,1354
frnd,30,6,5,rnd,p,23,1040
frnd,30,6,5,rnd,p,24,850
frnd,30,6,5,rnd,p,25,638
frnd,30,6,5,rnd,p,26,454
frnd,30,6,5,rnd,p,27,270
frnd,30,6,5,rnd,p,28,162
frnd,30,6,5,rnd,p,29,76
frnd,30,6,5,rnd,p,30,0
frndn,30,6,5,opt,b,1,6094
frndn,30,6,5,opt,b,2,8066
frndn,30,6,5,opt,b,3,8082
frndn,30,6,5,opt,b,4,8152
frndn,30,6,5,opt,b,5,8018
frndn,30,6,5,opt,b,6,7698
frndn,30,6,5,opt,b,7,7342
frndn,30,6,5,opt,b,8,6948
frndn,30,6,5,opt,b,9,6442
frndn,30,6,5,opt,b,10,6050
frndn,30,6,5,opt,b,11,5684
frndn,30,6,5,opt,b,12,5296
frndn,30,6,5,opt,b,13,4844
frndn,30,6,5,opt,b,14,4720
frndn,30,6,5,opt,b,15,4406
frndn,30,6,5,opt,b,16,4056
frndn,30,6,5,opt,b,17,3834
frndn,30,6,5,opt,b,18,3552
frndn,30,6,5,opt,b,19,3282
frndn,30,6,5,opt,b,20,3088
frndn,30,6,5,opt,b,21,2734
frndn,30,6,5,opt,b,22,2446
frndn,30,6,5,opt,b,23,2128
frndn,30,6,5,opt,b,24,1776
frndn,30,6,5,opt,b,25,1390
frndn,30,6,5,opt,b,26,1142
frndn,30,6,5,opt,b,27,902
frndn,30,6,5,opt,b,28,538
frndn,30,6,5,opt,b,29,302
frndn,30,6,5,opt,b,30,0
frndn,30,6,5,opt,f,1,5692
frndn,30,6,5,opt,f,2,5776
frndn,30,6,5,opt,f,3,5600
frndn,30,6,5,opt,f,4,5550
frndn,30,6,5,opt,f,5,5422
frndn,30,6,5,opt,f,6,5284
frndn,30,6,5,opt,f,7,5076
frndn,30,6,5,opt,f,8,4906
frndn,30,6,5,opt,f,9,4692
frndn,30,6,5,opt,f,10,4478
frndn,30,6,5,opt,f,11,4304
frndn,30,6,5,opt,f,12,4078
frndn,30,6,5,opt,f,13,3778
frndn,30,6,5,opt,f,14,3732
frndn,30,6,5,opt,f,15,3592
frndn,30,6,5,opt,f,16,3384
frndn,30,6,5,opt,f,17,3172
frndn,30,6,5,opt,f,18,3010
frndn,30,6,5,opt,f,19,2800
frndn,30,6,5,opt,f,20,2632
frndn,30,6,5,opt,f,21,2348
frndn,30,6,5,opt,f,22,2130
frndn,30,6,5,opt,f,23,1884
frndn,30,6,5,opt,f,24,1576
frndn,30,6,5,opt,f,25,1256
frndn,30,6,5,opt,f,26,1060
frndn,30,6,5,opt,f,27,874
frndn,30,6,5,opt,f,28,538
frndn,30,6,5,opt,f,29,302
frndn,30,6,5,opt,f,30,0
frndn,30,6,5,opt,p,1,4990
frndn,30,6,5,opt,p,2,4950
frndn,30,6,5,opt,p,3,4930
frndn,30,6,5,opt,p,4,4910
frndn,30,6,5,opt,p,5,4910
frndn,30,6,5,opt,p,6,4856
frndn,30,6,5,opt,p,7,4744
frndn,30,6,5,opt,p,8,4638
frndn,30,6,5,opt,p,9,4416
frndn,30,6,5,opt,p,10,4212
frndn,30,6,5,opt,p,11,4084
frndn,30,6,5,opt,p,12,3936
frndn,30,6,5,opt,p,13,3678
frndn,30,6,5,opt,p,14,3646
frndn,30,6,5,opt,p,15,3466
frndn,30,6,5,opt,p,16,3248
frndn,30,6,5,opt,p,17,3072
frndn,30,6,5,opt,p,18,2902
frndn,30,6,5,opt,p,19,2730
frndn,30,6,5,opt,p,20,2580
frndn,30,6,5,opt,p,21,2288
frndn,30,6,5,opt,p,22,2078
frndn,30,6,5,opt,p,23,1838
frndn,30,6,5,opt,p,24,1540
frndn,30,6,5,opt,p,25,1232
frndn,30,6,5,opt,p,26,1036
frndn,30,6,5,opt,p,27,856
frndn,30,6,5,opt,p,28,538
frndn,30,6,5,opt,p,29,302
frndn,30,6,5,opt,p,30,0
frndn,30,6,5,cma,b,1,6094
frndn,30,6,5,cma,b,2,7712
frndn,30,6,5,cma,b,3,7712
frndn,30,6,5,cma,b,4,6684
frndn,30,6,5,cma,b,5,6850
frndn,30,6,5,cma,b,6,6684
frndn,30,6,5,cma,b,7,6384
frndn,30,6,5,cma,b,8,6320
frndn,30,6,5,cma,b,9,5310
frndn,30,6,5,cma,b,10,4844
frndn,30,6,5,cma,b,11,4290
frndn,30,6,5,cma,b,12,3502
frndn,30,6,5,cma,b,13,3502
frndn,30,6,5,cma,b,14,2638
frndn,30,6,5,cma,b,15,2638
frndn,30,6,5,cma,b,16,1464
frndn,30,6,5,cma,b,17,1052
frndn,30,6,5,cma,b,18,1052
frndn,30,6,5,cma,b,19,1052
frndn,30,6,5,cma,b,20,1052
frndn,30,6,5,cma,b,21,526
frndn,30,6,5,cma,b,22,0
frndn,30,6,5,cma,b,23,0
frndn,30,6,5,cma,b,24,0
frndn,30,6,5,cma,b,25,0
frndn,30,6,5,cma,b,26,0
frndn,30,6,5,cma,b,27,0
frndn,30,6,5,cma,b,28,0
frndn,30,6,5,cma,b,29,0
frndn,30,6,5,cma,b,30,0
frndn,30,6,5,cma,f,1,5692
frndn,30,6,5,cma,f,2,5680
frndn,30,6,5,cma,f,3,5680
frndn,30,6,5,cma,f,4,4916
frndn,30,6,5,cma,f,5,4980
frndn,30,6,5,cma,f,6,4916
frndn,30,6,5,cma,f,7,4732
frndn,30,6,5,cma,f,8,4686
frndn,30,6,5,cma,f,9,4166
frndn,30,6,5,cma,f,10,3890
frndn,30,6,5,cma,f,11,3524
frndn,30,6,5,cma,f,12,2920
frndn,30,6,5,cma,f,13,2920
frndn,30,6,5,cma,f,14,2300
frndn,30,6,5,cma,f,15,2300
frndn,30,6,5,cma,f,16,1464
frndn,30,6,5,cma,f,17,1052
frndn,30,6,5,cma,f,18,1052
frndn,30,6,5,cma,f,19,1052
frndn,30,6,5,cma,f,20,1052
frndn,30,6,5,cma,f,21,526
frndn,30,6,5,cma,f,22,0
frndn,30,6,5,cma,f,23,0
frndn,30,6,5,cma,f,24,0
frndn,30,6,5,cma,f,25,0
frndn,30,6,5,cma,f,26,0
frndn,30,6,5,cma,f,27,0
frndn,30,6,5,cma,f,28,0
frndn,30,6,5,cma,f,29,0
frndn,30,6,5,cma,f,30,0
frndn,30,6,5,cma,p,1,4990
frndn,30,6,5,cma,p,2,4810
frndn,30,6,5,cma,p,3,4810
frndn,30,6,5,cma,p,4,4270
frndn,30,6,5,cma,p,5,4340
frndn,30,6,5,cma,p,6,4270
frndn,30,6,5,cma,p,7,4240
frndn,30,6,5,cma,p,8,4180
frndn,30,6,5,cma,p,9,3788
frndn,30,6,5,cma,p,10,3552
frndn,30,6,5,cma,p,11,3300
frndn,30,6,5,cma,p,12,2750
frndn,30,6,5,cma,p,13,2750
frndn,30,6,5,cma,p,14,2202
frndn,30,6,5,cma,p,15,2202
frndn,30,6,5,cma,p,16,1464
frndn,30,6,5,cma,p,17,1052
frndn,30,6,5,cma,p,18,1052
frndn,30,6,5,cma,p,19,1052
frndn,30,6,5,cma,p,20,1052
frndn,30,6,5,cma,p,21,526
frndn,30,6,5,cma,p,22,0
frndn,30,6,5,cma,p,23,0
frndn,30,6,5,cma,p,24,0
frndn,30,6,5,cma,p,25,0
frndn,30,6,5,cma,p,26,0
frndn,30,6,5,cma,p,27,0
frndn,30,6,5,cma,p,28,0
frndn,30,6,5,cma,p,29,0
frndn,30,6,5,cma,p,30,0
frndn,30,6,5,mwr,b,1,6094
frndn,30,6,5,mwr,b,2,6864
frndn,30,6,5,mwr,b,3,6968
frndn,30,6,5,mwr,b,4,7108
frndn,30,6,5,mwr,b,5,7370
frndn,30,6,5,mwr,b,6,7222
frndn,30,6,5,mwr,b,7,6624
frndn,30,6,5,mwr,b,8,7410
frndn,30,6,5,mwr,b,9,7214
frndn,30,6,5,mwr,b,10,6718
frndn,30,6,5,mwr,b,11,6370
frndn,30,6,5,mwr,b,12,6102
frndn,30,6,5,mwr,b,13,6652
frndn,30,6,5,mwr,b,14,6466
frndn,30,6,5,mwr,b,15,6052
frndn,30,6,5,mwr,b,16,5748
frndn,30,6,5,mwr,b,17,5222
frndn,30,6,5,mwr,b,18,4992
frndn,30,6,5,mwr,b,19,6192
frndn,30,6,5,mwr,b,20,5738
frndn,30,6,5,mwr,b,21,5148
frndn,30,6,5,mwr,b,22,4704
frndn,30,6,5,mwr,b,23,4290
frndn,30,6,5,mwr,b,24,4396
frndn,30,6,5,mwr,b,25,5382
frndn,30,6,5,mwr,b,26,3544
frndn,30,6,5,mwr,b,27,1882
frndn,30,6,5,mwr,b,28,812
frndn,30,6,5,mwr,b,29,132
frndn,30,6,5,mwr,b,30,0
frndn,30,6,5,mwr,f,1,5692
frndn,30,6,5,mwr,f,2,5116
frndn,30,6,5,mwr,f,3,4980
frndn,30,6,5,mwr,f,4,4844
frndn,30,6,5,mwr,f,5,4826
frndn,30,6,5,mwr,f,6,4880
frndn,30,6,5,mwr,f,7,5080
frndn,30,6,5,mwr,f,8,5066
frndn,30,6,5,mwr,f,9,4968
frndn,30,6,5,mwr,f,10,4676
frndn,30,6,5,mwr,f,11,4584
frndn,30,6,5,mwr,f,12,4322
frndn,30,6,5,mwr,f,13,4788
frndn,30,6,5,mwr,f,14,4580
frndn,30,6,5,mwr,f,15,4480
frndn,30,6,5,mwr,f,16,4376
frndn,30,6,5,mwr,f,17,4110
frndn,30,6,5,mwr,f,18,3870
frndn,30,6,5,mwr,f,19,4554
frndn,30,6,5,mwr,f,20,4278
frndn,30,6,5,mwr,f,21,3950
frndn,30,6,5,mwr,f,22,3690
frndn,30,6,5,mwr,f,23,3444
frndn,30,6,5,mwr,f,24,3328
frndn,30,6,5,mwr,f,25,3864
frndn,30,6,5,mwr,f,26,2838
frndn,30,6,5,mwr,f,27,1702
frndn,30,6,5,mwr,f,28,812
frndn,30,6,5,mwr,f,29,132
frndn,30,6,5,mwr,f,30,0
frndn,30,6,5,mwr,p,1,4990
frndn,30,6,5,mwr,p,2,4450
frndn,30,6,5,mwr,p,3,4600
frndn,30,6,5,mwr,p,4,4640
frndn,30,6,5,mwr,p,5,4710
frndn,30,6,5,mwr,p,6,4610
frndn,30,6,5,mwr,p,7,4790
frndn,30,6,5,mwr,p,8,4730
frndn,30,6,5,mwr,p,9,4640
frndn,30,6,5,mwr,p,10,4540
frndn,30,6,5,mwr,p,11,4490
frndn,30,6,5,mwr,p,12,4150
frndn,30,6,5,mwr,p,13,4550
frndn,30,6,5,mwr,p,14,4350
frndn,30,6,5,mwr,p,15,4270
frndn,30,6,5,mwr,p,16,4230
frndn,30,6,5,mwr,p,17,4030
frndn,30,6,5,mwr,p,18,3640
frndn,30,6,5,mwr,p,19,4310
frndn,30,6,5,mwr,p,20,4070
frndn,30,6,5,mwr,p,21,3760
frndn,30,6,5,mwr,p,22,3580
frndn,30,6,5,mwr,p,23,3330
frndn,30,6,5,mwr,p,24,3190
frndn,30,6,5,mwr,p,25,3700
frndn,30,6,5,mwr,p,26,2752
frndn,30,6,5,mwr,p,27,1662
frndn,30,6,5,mwr,p,28,812
frndn,30,6,5,mwr,p,29,132
frndn,30,6,5,mwr,p,30,0
frndn,30,6,5,lwr,b,1,6094
frndn,30,6,5,lwr,b,2,8134
frndn,30,6,5,lwr,b,3,8134
frndn,30,6,5,lwr,b,4,8134
frndn,30,6,5,lwr,b,5,8134
frndn,30,6,5,lwr,b,6,4632
frndn,30,6,5,lwr,b,7,5808
frndn,30,6,5,lwr,b,8,5808
frndn,30,6,5,lwr,b,9,5808
frndn,30,6,5,lwr,b,10,5808
frndn,30,6,5,lwr,b,11,3290
frndn,30,6,5,lwr,b,12,3608
frndn,30,6,5,lwr,b,13,3608
frndn,30,6,5,lwr,b,14,3608
frndn,30,6,5,lwr,b,15,3608
frndn,30,6,5,lwr,b,16,1932
frndn,30,6,5,lwr,b,17,1636
frndn,30,6,5,lwr,b,18,1636
frndn,30,6,5,lwr,b,19,1636
frndn,30,6,5,lwr,b,20,1636
frndn,30,6,5,lwr,b,21,818
frndn,30,6,5,lwr,b,22,0
frndn,30,6,5,lwr,b,23,0
frndn,30,6,5,lwr,b,24,0
frndn,30,6,5,lwr,b,25,0
frndn,30,6,5,lwr,b,26,0
frndn,30,6,5,lwr,b,27,0
frndn,30,6,5,lwr,b,28,0
frndn,30,6,5,lwr,b,29,0
frndn,30,6,5,lwr,b,30,0
frndn,30,6,5,lwr,f,1,5692
frndn,30,6,5,lwr,f,2,5778
frndn,30,6,5,lwr,f,3,5778
frndn,30,6,5,lwr,f,4,5778
frndn,30,6,5,lwr,f,5,5778
frndn,30,6,5,lwr,f,6,4476
frndn,30,6,5,lwr,f,7,4396
frndn,30,6,5,lwr,f,8,4396
frndn,30,6,5,lwr,f,9,4396
frndn,30,6,5,lwr,f,10,4396
frndn,30,6,5,lwr,f,11,3170
frndn,30,6,5,lwr,f,12,2994
frndn,30,6,5,lwr,f,13,2994
frndn,30,6,5,lwr,f,14,2994
frndn,30,6,5,lwr,f,15,2994
frndn,30,6,5,lwr,f,16,1932
frndn,30,6,5,lwr,f,17,1636
frndn,30,6,5,lwr,f,18,1636
frndn,30,6,5,lwr,f,19,1636
frndn,30,6,5,lwr,f,20,1636
frndn,30,6,5,lwr,f,21,818
frndn,30,6,5,lwr,f,22,0
frndn,30,6,5,lwr,f,23,0
frndn,30,6,5,lwr,f,24,0
frndn,30,6,5,lwr,f,25,0
frndn,30,6,5,lwr,f,26,0
frndn,30,6,5,lwr,f,27,0
frndn,30,6,5,lwr,f,28,0
frndn,30,6,5,lwr,f,29,0
frndn,30,6,5,lwr,f,30,0
frndn,30,6,5,lwr,p,1,4990
frndn,30,6,5,lwr,p,2,4980
frndn,30,6,5,lwr,p,3,4980
frndn,30,6,5,lwr,p,4,4980
frndn,30,6,5,lwr,p,5,4980
frndn,30,6,5,lwr,p,6,3984
frndn,30,6,5,lwr,p,7,3968
frndn,30,6,5,lwr,p,8,3968
frndn,30,6,5,lwr,p,9,3968
frndn,30,6,5,lwr,p,10,3968
frndn,30,6,5,lwr,p,11,2976
frndn,30,6,5,lwr,p,12,2898
frndn,30,6,5,lwr,p,13,2898
frndn,30,6,5,lwr,p,14,2898
frndn,30,6,5,lwr,p,15,2898
frndn,30,6,5,lwr,p,16,1932
frndn,30,6,5,lwr,p,17,1636
frndn,30,6,5,lwr,p,18,1636
frndn,30,6,5,lwr,p,19,1636
frndn,30,6,5,lwr,p,20,1636
frndn,30,6,5,lwr,p,21,818
frndn,30,6,5,lwr,p,22,0
frndn,30,6,5,lwr,p,23,0
frndn,30,6,5,lwr,p,24,0
frndn,30,6,5,lwr,p,25,0
frndn,30,6,5,lwr,p,26,0
frndn,30,6,5,lwr,p,27,0
frndn,30,6,5,lwr,p,28,0
frndn,30,6,5,lwr,p,29,0
frndn,30,6,5,lwr,p,30,0
frndn,30,6,5,rnd,b,1,6094
frndn,30,6,5,rnd,b,2,7760
frndn,30,6,5,rnd,b,3,7880
frndn,30,6,5,rnd,b,4,7502
frndn,30,6,5,rnd,b,5,7024
frndn,30,6,5,rnd,b,6,6422
frndn,30,6,5,rnd,b,7,6018
frndn,30,6,5,rnd,b,8,5644
frndn,30,6,5,rnd,b,9,5184
frndn,30,6,5,rnd,b,10,4876
frndn,30,6,5,rnd,b,11,4386
frndn,30,6,5,rnd,b,12,4052
frndn,30,6,5,rnd,b,13,3856
frndn,30,6,5,rnd,b,14,3640
frndn,30,6,5,rnd,b,15,3158
frndn,30,6,5,rnd,b,16,2792
frndn,30,6,5,rnd,b,17,2440
frndn,30,6,5,rnd,b,18,2124
frndn,30,6,5,rnd,b,19,1928
frndn,30,6,5,rnd,b,20,1692
frndn,30,6,5,rnd,b,21,1520
frndn,30,6,5,rnd,b,22,1254
frndn,30,6,5,rnd,b,23,968
frndn,30,6,5,rnd,b,24,742
frndn,30,6,5,rnd,b,25,572
frndn,30,6,5,rnd,b,26,458
frndn,30,6,5,rnd,b,27,270
frndn,30,6,5,rnd,b,28,128
frndn,30,6,5,rnd,b,29,102
frndn,30,6,5,rnd,b,30,0
frndn,30,6,5,rnd,f,1,5692
frndn,30,6,5,rnd,f,2,5516
frndn,30,6,5,rnd,f,3,5502
frndn,30,6,5,rnd,f,4,5080
frndn,30,6,5,rnd,f,5,4884
frndn,30,6,5,rnd,f,6,4774
frndn,30,6,5,rnd,f,7,4504
frndn,30,6,5,rnd,f,8,4344
frndn,30,6,5,rnd,f,9,4132
frndn,30,6,5,rnd,f,10,3872
frndn,30,6,5,rnd,f,11,3654
frndn,30,6,5,rnd,f,12,3408
frndn,30,6,5,rnd,f,13,3260
frndn,30,6,5,rnd,f,14,3106
frndn,30,6,5,rnd,f,15,2726
frndn,30,6,5,rnd,f,16,2488
frndn,30,6,5,rnd,f,17,2222
frndn,30,6,5,rnd,f,18,1948
frndn,30,6,5,rnd,f,19,1776
frndn,30,6,5,rnd,f,20,1576
frndn,30,6,5,rnd,f,21,1430
frndn,30,6,5,rnd,f,22,1178
frndn,30,6,5,rnd,f,23,912
frndn,30,6,5,rnd,f,24,710
frndn,30,6,5,rnd,f,25,550
frndn,30,6,5,rnd,f,26,450
frndn,30,6,5,rnd,f,27,266
frndn,30,6,5,rnd,f,28,128
frndn,30,6,5,rnd,f,29,102
frndn,30,6,5,rnd,f,30,0
frndn,30,6,5,rnd,p,1,4990
frndn,30,6,5,rnd,p,2,4800
frndn,30,6,5,rnd,p,3,4890
frndn,30,6,5,rnd,p,4,4650
frndn,30,6,5,rnd,p,5,4550
frndn,30,6,5,rnd,p,6,4370
frndn,30,6,5,rnd,p,7,4208
frndn,30,6,5,rnd,p,8,4092
frndn,30,6,5,rnd,p,9,3914
frndn,30,6,5,rnd,p,10,3688
frndn,30,6,5,rnd,p,11,3458
frndn,30,6,5,rnd,p,12,3272
frndn,30,6,5,rnd,p,13,3190
frndn,30,6,5,rnd,p,14,3026
frndn,30,6,5,rnd,p,15,2684
frndn,30,6,5,rnd,p,16,2464
frndn,30,6,5,rnd,p,17,2178
frndn,30,6,5,rnd,p,18,1898
frndn,30,6,5,rnd,p,19,1752
frndn,30,6,5,rnd,p,20,1566
frndn,30,6,5,rnd,p,21,1410
frndn,30,6,5,rnd,p,22,1168
frndn,30,6,5,rnd,p,23,912
frndn,30,6,5,rnd,p,24,710
frndn,30,6,5,rnd,p,25,542
frndn,30,6,5,rnd,p,26,438
frndn,30,6,5,rnd,p,27,262
frndn,30,6,5,rnd,p,28,128
frndn,30,6,5,rnd,p,29,102
frndn,30,6,5,rnd,p,30,0
